,prdtypecode,target
64409,1560,7
64410,1301,26
64411,2060,17
64412,1302,21
64413,1920,9
64414,1160,16
64415,2585,24
64416,2583,12
64417,2522,5
64418,1560,7
64419,1281,8
64420,2403,10
64421,1160,16
64422,1320,20
64423,2582,6
64424,1160,16
64425,2582,6
64426,2280,1
64427,1320,20
64428,1300,14
64429,1320,20
64430,1302,21
64431,1560,7
64432,2705,4
64433,1920,9
64434,2403,10
64435,1180,13
64436,2403,10
64437,2585,24
64438,2060,17
64439,2522,5
64440,2403,10
64441,1281,8
64442,1280,3
64443,1320,20
64444,1140,11
64445,1160,16
64446,2280,1
64447,2705,4
64448,2583,12
64449,2060,17
64450,1320,20
64451,10,0
64452,2280,1
64453,2583,12
64454,1320,20
64455,2280,1
64456,2462,15
64457,1300,14
64458,2583,12
64459,2583,12
64460,2583,12
64461,1560,7
64462,1560,7
64463,1920,9
64464,2583,12
64465,40,18
64466,1281,8
64467,2583,12
64468,2583,12
64469,1320,20
64470,1920,9
64471,1300,14
64472,1320,20
64473,2705,4
64474,1920,9
64475,1300,14
64476,40,18
64477,2583,12
64478,2585,24
64479,2583,12
64480,2582,6
64481,60,19
64482,1300,14
64483,2583,12
64484,40,18
64485,1300,14
64486,2583,12
64487,1560,7
64488,1281,8
64489,1320,20
64490,1320,20
64491,1140,11
64492,2280,1
64493,1180,13
64494,2522,5
64495,2280,1
64496,10,0
64497,2462,15
64498,2522,5
64499,1920,9
64500,1280,3
64501,1160,16
64502,2522,5
64503,2585,24
64504,2522,5
64505,1301,26
64506,2522,5
64507,1920,9
64508,2583,12
64509,40,18
64510,1920,9
64511,2522,5
64512,2280,1
64513,1320,20
64514,1560,7
64515,1281,8
64516,2705,4
64517,2522,5
64518,2403,10
64519,1160,16
64520,40,18
64521,1160,16
64522,2583,12
64523,1560,7
64524,2905,23
64525,2060,17
64526,2522,5
64527,2583,12
64528,40,18
64529,1920,9
64530,60,19
64531,2582,6
64532,40,18
64533,2403,10
64534,2583,12
64535,2522,5
64536,2583,12
64537,2905,23
64538,2583,12
64539,1920,9
64540,1302,21
64541,40,18
64542,40,18
64543,1180,13
64544,1302,21
64545,1280,3
64546,1280,3
64547,2280,1
64548,1281,8
64549,1920,9
64550,1160,16
64551,1320,20
64552,2403,10
64553,2280,1
64554,1920,9
64555,2522,5
64556,1300,14
64557,2280,1
64558,2060,17
64559,1920,9
64560,1560,7
64561,2522,5
64562,1280,3
64563,1300,14
64564,1160,16
64565,2462,15
64566,2522,5
64567,2705,4
64568,1280,3
64569,10,0
64570,50,2
64571,10,0
64572,40,18
64573,50,2
64574,2060,17
64575,1920,9
64576,2582,6
64577,2583,12
64578,1320,20
64579,10,0
64580,1160,16
64581,2583,12
64582,2583,12
64583,1920,9
64584,10,0
64585,1300,14
64586,2522,5
64587,1560,7
64588,2583,12
64589,1560,7
64590,1560,7
64591,2403,10
64592,2705,4
64593,1920,9
64594,1300,14
64595,2403,10
64596,10,0
64597,2522,5
64598,2060,17
64599,2522,5
64600,1302,21
64601,1140,11
64602,2583,12
64603,1920,9
64604,1320,20
64605,2522,5
64606,1320,20
64607,10,0
64608,2462,15
64609,1300,14
64610,2403,10
64611,1280,3
64612,2583,12
64613,1300,14
64614,2060,17
64615,2585,24
64616,1300,14
64617,2583,12
64618,2280,1
64619,1300,14
64620,2060,17
64621,1301,26
64622,1920,9
64623,40,18
64624,2583,12
64625,1140,11
64626,2522,5
64627,2462,15
64628,1920,9
64629,1920,9
64630,1160,16
64631,1320,20
64632,2905,23
64633,2522,5
64634,2585,24
64635,1920,9
64636,2705,4
64637,2583,12
64638,2403,10
64639,1320,20
64640,1320,20
64641,1300,14
64642,2522,5
64643,2585,24
64644,2280,1
64645,2582,6
64646,40,18
64647,2403,10
64648,2705,4
64649,2522,5
64650,2583,12
64651,1320,20
64652,2582,6
64653,1160,16
64654,2582,6
64655,2583,12
64656,2583,12
64657,1302,21
64658,2403,10
64659,40,18
64660,2522,5
64661,2583,12
64662,1320,20
64663,2522,5
64664,40,18
64665,2403,10
64666,1320,20
64667,2583,12
64668,2582,6
64669,2220,22
64670,2583,12
64671,2583,12
64672,2280,1
64673,1560,7
64674,2522,5
64675,1560,7
64676,40,18
64677,10,0
64678,40,18
64679,1560,7
64680,1160,16
64681,60,19
64682,1560,7
64683,2403,10
64684,2280,1
64685,2583,12
64686,1300,14
64687,40,18
64688,2462,15
64689,2403,10
64690,1301,26
64691,2060,17
64692,1280,3
64693,1920,9
64694,2522,5
64695,1940,25
64696,2280,1
64697,2403,10
64698,2522,5
64699,2403,10
64700,2280,1
64701,2280,1
64702,2403,10
64703,1302,21
64704,2522,5
64705,1320,20
64706,1301,26
64707,1160,16
64708,1160,16
64709,2522,5
64710,2403,10
64711,1280,3
64712,50,2
64713,1160,16
64714,1560,7
64715,2905,23
64716,2280,1
64717,10,0
64718,1560,7
64719,1940,25
64720,1920,9
64721,2583,12
64722,2583,12
64723,2705,4
64724,2403,10
64725,1160,16
64726,10,0
64727,2060,17
64728,1160,16
64729,2060,17
64730,1140,11
64731,2583,12
64732,2280,1
64733,1560,7
64734,2060,17
64735,1280,3
64736,2582,6
64737,2403,10
64738,2905,23
64739,1160,16
64740,2462,15
64741,10,0
64742,2280,1
64743,40,18
64744,2280,1
64745,1140,11
64746,1920,9
64747,2522,5
64748,2522,5
64749,1920,9
64750,2060,17
64751,2583,12
64752,2583,12
64753,2403,10
64754,2060,17
64755,2585,24
64756,1320,20
64757,50,2
64758,2585,24
64759,10,0
64760,1560,7
64761,50,2
64762,2583,12
64763,1281,8
64764,2582,6
64765,2705,4
64766,2583,12
64767,2462,15
64768,1140,11
64769,2060,17
64770,1320,20
64771,1280,3
64772,2583,12
64773,1301,26
64774,1160,16
64775,1160,16
64776,2060,17
64777,1302,21
64778,1280,3
64779,1920,9
64780,2403,10
64781,1281,8
64782,50,2
64783,1940,25
64784,1160,16
64785,10,0
64786,1320,20
64787,1300,14
64788,2583,12
64789,1560,7
64790,2705,4
64791,1280,3
64792,1300,14
64793,40,18
64794,1140,11
64795,2583,12
64796,2280,1
64797,1302,21
64798,1320,20
64799,2522,5
64800,2583,12
64801,2583,12
64802,1281,8
64803,2403,10
64804,2585,24
64805,2583,12
64806,1300,14
64807,2582,6
64808,2403,10
64809,2583,12
64810,1280,3
64811,1280,3
64812,1180,13
64813,1280,3
64814,1300,14
64815,2280,1
64816,1560,7
64817,2522,5
64818,2583,12
64819,2403,10
64820,1180,13
64821,1280,3
64822,2060,17
64823,1140,11
64824,2403,10
64825,1140,11
64826,2583,12
64827,2583,12
64828,1940,25
64829,1300,14
64830,1300,14
64831,1160,16
64832,2583,12
64833,1300,14
64834,2522,5
64835,1920,9
64836,1320,20
64837,2403,10
64838,2403,10
64839,1920,9
64840,2403,10
64841,2060,17
64842,1140,11
64843,40,18
64844,2403,10
64845,40,18
64846,1281,8
64847,1320,20
64848,1300,14
64849,1560,7
64850,2522,5
64851,1302,21
64852,2462,15
64853,2403,10
64854,1320,20
64855,1281,8
64856,1302,21
64857,2583,12
64858,2583,12
64859,2583,12
64860,2060,17
64861,50,2
64862,2705,4
64863,2582,6
64864,2220,22
64865,2060,17
64866,2583,12
64867,1560,7
64868,1560,7
64869,1280,3
64870,1280,3
64871,1300,14
64872,2522,5
64873,2403,10
64874,1300,14
64875,1940,25
64876,2583,12
64877,1140,11
64878,2583,12
64879,2583,12
64880,1300,14
64881,1302,21
64882,1920,9
64883,2585,24
64884,2583,12
64885,1180,13
64886,2060,17
64887,2403,10
64888,1302,21
64889,2522,5
64890,1920,9
64891,2522,5
64892,2583,12
64893,1920,9
64894,1560,7
64895,1560,7
64896,1920,9
64897,2585,24
64898,1300,14
64899,2280,1
64900,1160,16
64901,2583,12
64902,1560,7
64903,2583,12
64904,40,18
64905,10,0
64906,50,2
64907,2585,24
64908,1300,14
64909,1320,20
64910,2522,5
64911,1560,7
64912,10,0
64913,2582,6
64914,2280,1
64915,1920,9
64916,2583,12
64917,1280,3
64918,60,19
64919,2582,6
64920,1140,11
64921,2583,12
64922,2280,1
64923,2705,4
64924,2582,6
64925,40,18
64926,1280,3
64927,2522,5
64928,1560,7
64929,1920,9
64930,2583,12
64931,1560,7
64932,1320,20
64933,2403,10
64934,2060,17
64935,2582,6
64936,1280,3
64937,10,0
64938,2583,12
64939,2583,12
64940,1920,9
64941,1920,9
64942,1560,7
64943,1280,3
64944,1300,14
64945,2280,1
64946,1560,7
64947,2583,12
64948,1320,20
64949,1140,11
64950,1302,21
64951,2280,1
64952,2583,12
64953,40,18
64954,1300,14
64955,2583,12
64956,2522,5
64957,2522,5
64958,1281,8
64959,40,18
64960,2060,17
64961,2280,1
64962,1281,8
64963,2582,6
64964,2583,12
64965,2060,17
64966,1302,21
64967,60,19
64968,2220,22
64969,1320,20
64970,40,18
64971,2583,12
64972,1280,3
64973,2280,1
64974,1140,11
64975,1560,7
64976,2403,10
64977,1300,14
64978,1300,14
64979,1160,16
64980,2583,12
64981,2583,12
64982,1560,7
64983,1302,21
64984,10,0
64985,2705,4
64986,1160,16
64987,2582,6
64988,1140,11
64989,2280,1
64990,1280,3
64991,2403,10
64992,2060,17
64993,1281,8
64994,2583,12
64995,1300,14
64996,2522,5
64997,50,2
64998,1281,8
64999,10,0
65000,1302,21
65001,1160,16
65002,1560,7
65003,1560,7
65004,2403,10
65005,2403,10
65006,2403,10
65007,1180,13
65008,2705,4
65009,10,0
65010,1302,21
65011,1320,20
65012,40,18
65013,2280,1
65014,2403,10
65015,40,18
65016,1280,3
65017,2583,12
65018,1920,9
65019,60,19
65020,2403,10
65021,2582,6
65022,2522,5
65023,2462,15
65024,2280,1
65025,1920,9
65026,1302,21
65027,10,0
65028,1320,20
65029,1301,26
65030,1280,3
65031,2403,10
65032,1300,14
65033,1300,14
65034,1920,9
65035,1940,25
65036,2280,1
65037,1560,7
65038,2462,15
65039,2583,12
65040,1160,16
65041,1920,9
65042,2060,17
65043,1301,26
65044,2060,17
65045,2583,12
65046,1302,21
65047,2060,17
65048,10,0
65049,2585,24
65050,1140,11
65051,1300,14
65052,1300,14
65053,2582,6
65054,1300,14
65055,2280,1
65056,2280,1
65057,2582,6
65058,1920,9
65059,2403,10
65060,1920,9
65061,2583,12
65062,1140,11
65063,2582,6
65064,2280,1
65065,2280,1
65066,2522,5
65067,10,0
65068,1560,7
65069,1300,14
65070,1560,7
65071,2583,12
65072,1281,8
65073,2280,1
65074,1300,14
65075,2522,5
65076,1302,21
65077,1560,7
65078,2705,4
65079,1280,3
65080,1920,9
65081,1300,14
65082,2462,15
65083,60,19
65084,1560,7
65085,1300,14
65086,1560,7
65087,1560,7
65088,2403,10
65089,1280,3
65090,1300,14
65091,2522,5
65092,1280,3
65093,2060,17
65094,1180,13
65095,2583,12
65096,50,2
65097,2583,12
65098,2583,12
65099,1560,7
65100,2060,17
65101,2522,5
65102,2522,5
65103,1560,7
65104,2582,6
65105,1280,3
65106,2403,10
65107,40,18
65108,1140,11
65109,2705,4
65110,1300,14
65111,1302,21
65112,2705,4
65113,2583,12
65114,2060,17
65115,1280,3
65116,1280,3
65117,2403,10
65118,2905,23
65119,1302,21
65120,2403,10
65121,1140,11
65122,10,0
65123,1302,21
65124,1280,3
65125,2403,10
65126,2585,24
65127,2705,4
65128,2582,6
65129,2522,5
65130,1160,16
65131,1281,8
65132,2280,1
65133,2403,10
65134,1300,14
65135,2403,10
65136,2403,10
65137,10,0
65138,2280,1
65139,2905,23
65140,2583,12
65141,1560,7
65142,2060,17
65143,2280,1
65144,2403,10
65145,1920,9
65146,1160,16
65147,1160,16
65148,2522,5
65149,2705,4
65150,1560,7
65151,1140,11
65152,2403,10
65153,2060,17
65154,1920,9
65155,1160,16
65156,40,18
65157,2462,15
65158,50,2
65159,1320,20
65160,2522,5
65161,1160,16
65162,1280,3
65163,50,2
65164,2583,12
65165,2280,1
65166,2583,12
65167,1560,7
65168,2583,12
65169,2583,12
65170,2403,10
65171,2280,1
65172,40,18
65173,1302,21
65174,1280,3
65175,2705,4
65176,2060,17
65177,1140,11
65178,1280,3
65179,2583,12
65180,1300,14
65181,2583,12
65182,2585,24
65183,1920,9
65184,1280,3
65185,1320,20
65186,1302,21
65187,1300,14
65188,2583,12
65189,1280,3
65190,1920,9
65191,2585,24
65192,2583,12
65193,2280,1
65194,2403,10
65195,40,18
65196,1560,7
65197,2060,17
65198,2583,12
65199,2585,24
65200,1160,16
65201,2403,10
65202,2583,12
65203,1560,7
65204,40,18
65205,1940,25
65206,1280,3
65207,1160,16
65208,1920,9
65209,2403,10
65210,2585,24
65211,1280,3
65212,2060,17
65213,1280,3
65214,1920,9
65215,1281,8
65216,1560,7
65217,1180,13
65218,2060,17
65219,2060,17
65220,2060,17
65221,2522,5
65222,1280,3
65223,10,0
65224,2060,17
65225,2462,15
65226,1300,14
65227,10,0
65228,1320,20
65229,1280,3
65230,1300,14
65231,2585,24
65232,1300,14
65233,2582,6
65234,1940,25
65235,2220,22
65236,2462,15
65237,2060,17
65238,2280,1
65239,2583,12
65240,2705,4
65241,2060,17
65242,2403,10
65243,1140,11
65244,1300,14
65245,2583,12
65246,1920,9
65247,2522,5
65248,2583,12
65249,1920,9
65250,1280,3
65251,2582,6
65252,2060,17
65253,2403,10
65254,2522,5
65255,2583,12
65256,2522,5
65257,2582,6
65258,1300,14
65259,1160,16
65260,2220,22
65261,2522,5
65262,2583,12
65263,1280,3
65264,2583,12
65265,2403,10
65266,2403,10
65267,1940,25
65268,2585,24
65269,2585,24
65270,1280,3
65271,2583,12
65272,1280,3
65273,1560,7
65274,1280,3
65275,40,18
65276,2583,12
65277,2705,4
65278,2522,5
65279,50,2
65280,2705,4
65281,1300,14
65282,1920,9
65283,2583,12
65284,1560,7
65285,1320,20
65286,1920,9
65287,1280,3
65288,1300,14
65289,1300,14
65290,60,19
65291,2583,12
65292,2403,10
65293,1280,3
65294,1920,9
65295,2522,5
65296,2905,23
65297,40,18
65298,2522,5
65299,1320,20
65300,1300,14
65301,2462,15
65302,1560,7
65303,2060,17
65304,2582,6
65305,1920,9
65306,1280,3
65307,1920,9
65308,2705,4
65309,1560,7
65310,2060,17
65311,2403,10
65312,1320,20
65313,1920,9
65314,1300,14
65315,1320,20
65316,2462,15
65317,1160,16
65318,1160,16
65319,1920,9
65320,1320,20
65321,2060,17
65322,10,0
65323,1280,3
65324,1160,16
65325,1300,14
65326,1560,7
65327,2060,17
65328,2403,10
65329,2060,17
65330,1920,9
65331,2403,10
65332,1320,20
65333,1302,21
65334,2705,4
65335,2060,17
65336,2583,12
65337,40,18
65338,2060,17
65339,2583,12
65340,1280,3
65341,2583,12
65342,1560,7
65343,1920,9
65344,2403,10
65345,1320,20
65346,2583,12
65347,2585,24
65348,2522,5
65349,1560,7
65350,1940,25
65351,2280,1
65352,2403,10
65353,1280,3
65354,2060,17
65355,1280,3
65356,1280,3
65357,2583,12
65358,1160,16
65359,2060,17
65360,1560,7
65361,2583,12
65362,1320,20
65363,1560,7
65364,1140,11
65365,2403,10
65366,2583,12
65367,10,0
65368,2705,4
65369,2585,24
65370,1920,9
65371,1140,11
65372,2585,24
65373,2060,17
65374,1560,7
65375,1281,8
65376,1560,7
65377,2522,5
65378,60,19
65379,2905,23
65380,2583,12
65381,2060,17
65382,1281,8
65383,1300,14
65384,2060,17
65385,2060,17
65386,2583,12
65387,2280,1
65388,2220,22
65389,1140,11
65390,1560,7
65391,1300,14
65392,1560,7
65393,2403,10
65394,1280,3
65395,2522,5
65396,2583,12
65397,2583,12
65398,1300,14
65399,1920,9
65400,50,2
65401,1300,14
65402,2705,4
65403,1160,16
65404,1920,9
65405,2583,12
65406,2585,24
65407,2522,5
65408,2582,6
65409,1140,11
65410,60,19
65411,10,0
65412,2705,4
65413,1300,14
65414,2583,12
65415,2583,12
65416,2462,15
65417,2585,24
65418,2705,4
65419,2462,15
65420,2583,12
65421,2585,24
65422,2060,17
65423,1300,14
65424,50,2
65425,2522,5
65426,1940,25
65427,1300,14
65428,2280,1
65429,50,2
65430,1140,11
65431,40,18
65432,50,2
65433,50,2
65434,2280,1
65435,1280,3
65436,1160,16
65437,1140,11
65438,40,18
65439,2220,22
65440,2582,6
65441,2583,12
65442,1280,3
65443,1560,7
65444,1560,7
65445,1180,13
65446,40,18
65447,1280,3
65448,2403,10
65449,1301,26
65450,1920,9
65451,50,2
65452,1280,3
65453,2060,17
65454,2583,12
65455,2403,10
65456,1560,7
65457,60,19
65458,2582,6
65459,2705,4
65460,1560,7
65461,1920,9
65462,2060,17
65463,1300,14
65464,1300,14
65465,2583,12
65466,2060,17
65467,2220,22
65468,2060,17
65469,2582,6
65470,2060,17
65471,2403,10
65472,1301,26
65473,1920,9
65474,2060,17
65475,2583,12
65476,2403,10
65477,40,18
65478,1281,8
65479,1302,21
65480,10,0
65481,2280,1
65482,1300,14
65483,1320,20
65484,2403,10
65485,2583,12
65486,2585,24
65487,2522,5
65488,40,18
65489,1160,16
65490,2583,12
65491,2280,1
65492,1920,9
65493,2060,17
65494,2522,5
65495,1560,7
65496,2705,4
65497,1160,16
65498,2462,15
65499,1281,8
65500,1180,13
65501,1920,9
65502,2060,17
65503,2462,15
65504,2462,15
65505,2583,12
65506,2583,12
65507,10,0
65508,2280,1
65509,2583,12
65510,1320,20
65511,2582,6
65512,50,2
65513,1920,9
65514,1560,7
65515,2583,12
65516,2522,5
65517,40,18
65518,50,2
65519,1920,9
65520,2522,5
65521,2060,17
65522,2585,24
65523,2583,12
65524,2905,23
65525,2060,17
65526,2522,5
65527,2583,12
65528,2583,12
65529,2583,12
65530,1160,16
65531,1300,14
65532,10,0
65533,1280,3
65534,40,18
65535,2522,5
65536,1301,26
65537,1180,13
65538,2705,4
65539,1320,20
65540,2403,10
65541,40,18
65542,2583,12
65543,40,18
65544,2583,12
65545,1320,20
65546,1560,7
65547,1160,16
65548,2583,12
65549,2583,12
65550,1160,16
65551,1301,26
65552,1320,20
65553,2585,24
65554,1560,7
65555,2583,12
65556,1320,20
65557,1140,11
65558,1160,16
65559,1280,3
65560,1280,3
65561,10,0
65562,1302,21
65563,1160,16
65564,2583,12
65565,2583,12
65566,1920,9
65567,1940,25
65568,40,18
65569,2280,1
65570,1920,9
65571,1160,16
65572,1160,16
65573,10,0
65574,2462,15
65575,2522,5
65576,1280,3
65577,1560,7
65578,40,18
65579,1281,8
65580,2060,17
65581,1920,9
65582,2522,5
65583,2583,12
65584,2705,4
65585,1280,3
65586,1281,8
65587,2583,12
65588,1280,3
65589,2583,12
65590,2220,22
65591,2705,4
65592,2583,12
65593,50,2
65594,2403,10
65595,10,0
65596,2583,12
65597,2280,1
65598,2585,24
65599,2403,10
65600,1320,20
65601,2522,5
65602,2280,1
65603,2585,24
65604,2522,5
65605,2583,12
65606,2583,12
65607,2582,6
65608,1560,7
65609,1920,9
65610,2705,4
65611,2582,6
65612,2462,15
65613,1560,7
65614,1301,26
65615,1160,16
65616,2522,5
65617,1300,14
65618,1301,26
65619,2583,12
65620,2280,1
65621,2220,22
65622,2583,12
65623,1920,9
65624,1920,9
65625,2522,5
65626,1160,16
65627,1920,9
65628,1560,7
65629,1920,9
65630,2060,17
65631,1560,7
65632,40,18
65633,2583,12
65634,2220,22
65635,2403,10
65636,2705,4
65637,2582,6
65638,2280,1
65639,1560,7
65640,1301,26
65641,1280,3
65642,2060,17
65643,10,0
65644,60,19
65645,1560,7
65646,10,0
65647,1320,20
65648,2280,1
65649,40,18
65650,2060,17
65651,2280,1
65652,1280,3
65653,1320,20
65654,2403,10
65655,2583,12
65656,2582,6
65657,2705,4
65658,2583,12
65659,2583,12
65660,1560,7
65661,2280,1
65662,1281,8
65663,40,18
65664,1281,8
65665,1302,21
65666,1281,8
65667,2280,1
65668,2280,1
65669,2403,10
65670,2280,1
65671,2522,5
65672,2522,5
65673,2403,10
65674,40,18
65675,2522,5
65676,1320,20
65677,2583,12
65678,2583,12
65679,1300,14
65680,1300,14
65681,40,18
65682,2403,10
65683,1940,25
65684,2060,17
65685,2403,10
65686,1560,7
65687,2462,15
65688,2583,12
65689,2705,4
65690,2280,1
65691,1920,9
65692,2522,5
65693,2522,5
65694,2583,12
65695,1140,11
65696,1160,16
65697,2582,6
65698,1160,16
65699,1140,11
65700,2403,10
65701,2582,6
65702,2583,12
65703,2220,22
65704,2060,17
65705,2582,6
65706,1320,20
65707,1160,16
65708,2583,12
65709,2280,1
65710,40,18
65711,2403,10
65712,2060,17
65713,1920,9
65714,1160,16
65715,2060,17
65716,2585,24
65717,2280,1
65718,1140,11
65719,2705,4
65720,1940,25
65721,1280,3
65722,2582,6
65723,1560,7
65724,2403,10
65725,2060,17
65726,2583,12
65727,1140,11
65728,2060,17
65729,2583,12
65730,1160,16
65731,2522,5
65732,2583,12
65733,1280,3
65734,1302,21
65735,1302,21
65736,2583,12
65737,2060,17
65738,2583,12
65739,2583,12
65740,1560,7
65741,1280,3
65742,2403,10
65743,2583,12
65744,2522,5
65745,2403,10
65746,2522,5
65747,1940,25
65748,2280,1
65749,1160,16
65750,2583,12
65751,1140,11
65752,1280,3
65753,2583,12
65754,1560,7
65755,50,2
65756,1560,7
65757,2403,10
65758,1920,9
65759,2462,15
65760,2280,1
65761,2280,1
65762,50,2
65763,2583,12
65764,1140,11
65765,1280,3
65766,2705,4
65767,2583,12
65768,1920,9
65769,1560,7
65770,2060,17
65771,2583,12
65772,2582,6
65773,10,0
65774,10,0
65775,2583,12
65776,1920,9
65777,2403,10
65778,1140,11
65779,1302,21
65780,2582,6
65781,1160,16
65782,2582,6
65783,1300,14
65784,2585,24
65785,2582,6
65786,2522,5
65787,2522,5
65788,2280,1
65789,1300,14
65790,2403,10
65791,1280,3
65792,1302,21
65793,2280,1
65794,2582,6
65795,1160,16
65796,2522,5
65797,1160,16
65798,1160,16
65799,2522,5
65800,40,18
65801,2583,12
65802,2583,12
65803,2585,24
65804,1140,11
65805,2705,4
65806,2280,1
65807,2280,1
65808,1320,20
65809,1560,7
65810,1320,20
65811,2522,5
65812,2060,17
65813,1280,3
65814,1280,3
65815,10,0
65816,2583,12
65817,2060,17
65818,2403,10
65819,40,18
65820,1302,21
65821,1280,3
65822,1320,20
65823,2060,17
65824,1280,3
65825,1140,11
65826,2905,23
65827,1140,11
65828,1180,13
65829,2705,4
65830,2582,6
65831,2583,12
65832,1180,13
65833,2583,12
65834,1180,13
65835,1560,7
65836,1160,16
65837,2403,10
65838,1940,25
65839,10,0
65840,2905,23
65841,2060,17
65842,2705,4
65843,10,0
65844,10,0
65845,2280,1
65846,1160,16
65847,1280,3
65848,2522,5
65849,1300,14
65850,40,18
65851,2583,12
65852,2522,5
65853,1920,9
65854,2060,17
65855,2280,1
65856,1302,21
65857,1160,16
65858,2522,5
65859,2522,5
65860,2583,12
65861,1320,20
65862,1920,9
65863,2582,6
65864,2060,17
65865,1920,9
65866,2522,5
65867,2060,17
65868,2583,12
65869,1920,9
65870,1320,20
65871,1140,11
65872,1920,9
65873,1280,3
65874,2280,1
65875,1300,14
65876,1320,20
65877,1281,8
65878,1280,3
65879,2583,12
65880,1300,14
65881,1281,8
65882,1300,14
65883,2280,1
65884,1281,8
65885,2583,12
65886,2585,24
65887,2583,12
65888,1301,26
65889,1920,9
65890,1560,7
65891,2060,17
65892,2403,10
65893,1160,16
65894,10,0
65895,10,0
65896,2905,23
65897,1560,7
65898,2582,6
65899,1300,14
65900,2522,5
65901,50,2
65902,1920,9
65903,1320,20
65904,1281,8
65905,1160,16
65906,1940,25
65907,1320,20
65908,2585,24
65909,1920,9
65910,1920,9
65911,2403,10
65912,2583,12
65913,2462,15
65914,2280,1
65915,50,2
65916,2522,5
65917,1140,11
65918,2280,1
65919,1160,16
65920,2705,4
65921,10,0
65922,2403,10
65923,2462,15
65924,2583,12
65925,2280,1
65926,1160,16
65927,2583,12
65928,1281,8
65929,1560,7
65930,2582,6
65931,2583,12
65932,1281,8
65933,1560,7
65934,2403,10
65935,1300,14
65936,1940,25
65937,2583,12
65938,2522,5
65939,1302,21
65940,2522,5
65941,1920,9
65942,10,0
65943,2280,1
65944,1302,21
65945,2462,15
65946,1300,14
65947,2522,5
65948,2522,5
65949,10,0
65950,1280,3
65951,2583,12
65952,1940,25
65953,1300,14
65954,1560,7
65955,1560,7
65956,2522,5
65957,2280,1
65958,2060,17
65959,2583,12
65960,10,0
65961,1302,21
65962,2583,12
65963,40,18
65964,2060,17
65965,1180,13
65966,1300,14
65967,1281,8
65968,1320,20
65969,1160,16
65970,1320,20
65971,2060,17
65972,1302,21
65973,2522,5
65974,1560,7
65975,1320,20
65976,1920,9
65977,2522,5
65978,2585,24
65979,2522,5
65980,60,19
65981,2583,12
65982,2462,15
65983,2403,10
65984,1920,9
65985,50,2
65986,1140,11
65987,2583,12
65988,1140,11
65989,2060,17
65990,1920,9
65991,1920,9
65992,1140,11
65993,2522,5
65994,1320,20
65995,1160,16
65996,1160,16
65997,2403,10
65998,1920,9
65999,2585,24
66000,2462,15
66001,1280,3
66002,2403,10
66003,1920,9
66004,2905,23
66005,1281,8
66006,2403,10
66007,1920,9
66008,1280,3
66009,2585,24
66010,2705,4
66011,1320,20
66012,1280,3
66013,1300,14
66014,1160,16
66015,40,18
66016,2403,10
66017,2583,12
66018,50,2
66019,1300,14
66020,2280,1
66021,1160,16
66022,2280,1
66023,1140,11
66024,2583,12
66025,1300,14
66026,2060,17
66027,2060,17
66028,2522,5
66029,50,2
66030,1280,3
66031,1300,14
66032,2403,10
66033,2583,12
66034,2060,17
66035,2705,4
66036,1160,16
66037,1140,11
66038,1301,26
66039,1140,11
66040,1560,7
66041,2522,5
66042,2403,10
66043,2280,1
66044,1920,9
66045,2280,1
66046,2522,5
66047,2522,5
66048,2582,6
66049,2582,6
66050,1920,9
66051,2060,17
66052,1281,8
66053,2583,12
66054,2585,24
66055,2060,17
66056,2403,10
66057,2060,17
66058,2583,12
66059,1300,14
66060,1160,16
66061,10,0
66062,1280,3
66063,2705,4
66064,2585,24
66065,1302,21
66066,1300,14
66067,2583,12
66068,1560,7
66069,2582,6
66070,1302,21
66071,1301,26
66072,2582,6
66073,1280,3
66074,1320,20
66075,2403,10
66076,2403,10
66077,2582,6
66078,2582,6
66079,40,18
66080,2060,17
66081,2583,12
66082,2403,10
66083,1160,16
66084,2905,23
66085,2583,12
66086,1302,21
66087,2522,5
66088,2905,23
66089,2403,10
66090,2585,24
66091,2220,22
66092,2060,17
66093,2403,10
66094,2280,1
66095,2403,10
66096,50,2
66097,40,18
66098,2060,17
66099,2585,24
66100,1300,14
66101,2060,17
66102,40,18
66103,1560,7
66104,1302,21
66105,2060,17
66106,2060,17
66107,1560,7
66108,2403,10
66109,1320,20
66110,40,18
66111,1300,14
66112,1560,7
66113,1560,7
66114,2582,6
66115,40,18
66116,2220,22
66117,2583,12
66118,1560,7
66119,2522,5
66120,2403,10
66121,1160,16
66122,2705,4
66123,2060,17
66124,1300,14
66125,2403,10
66126,1302,21
66127,1160,16
66128,1320,20
66129,1320,20
66130,2583,12
66131,2522,5
66132,1302,21
66133,2522,5
66134,2403,10
66135,2403,10
66136,2522,5
66137,50,2
66138,1560,7
66139,2403,10
66140,2060,17
66141,1302,21
66142,1920,9
66143,2705,4
66144,2462,15
66145,2583,12
66146,2583,12
66147,10,0
66148,1300,14
66149,2522,5
66150,1280,3
66151,2403,10
66152,1320,20
66153,40,18
66154,2522,5
66155,2585,24
66156,2060,17
66157,1280,3
66158,10,0
66159,40,18
66160,2583,12
66161,2583,12
66162,1300,14
66163,2583,12
66164,2280,1
66165,2585,24
66166,2280,1
66167,2582,6
66168,2403,10
66169,1300,14
66170,2585,24
66171,1560,7
66172,2462,15
66173,1160,16
66174,1300,14
66175,1180,13
66176,2280,1
66177,60,19
